10.114,0.6486,489.35
10.133,0.60844,474.43
10.163,0.59812,507.31
10.461,0.65003,438.39
10.486,0.62733,452.27
10.53,0.63188,483.59
10.568,0.65912,467.87
10.752,0.62123,414
10.757,0.63347,424.77
10.883,0.63284,454.38
10.921,0.64694,486.4
10.932,0.64278,387.16
11.025,0.65328,468.93
11.124,0.63543,411.06
11.154,0.62585,357.95
11.244,0.6133,371.22
11.277,0.65678,402.12
11.406,0.57273,367.75
11.532,0.70081,402.12
11.691,0.65948,367.15
11.699,0.49746,375.33
11.71,0.66892,493.71
11.745,0.53602,433.16
11.97,0.59416,398.19
12.12,0.57199,344.49
12.162,0.59004,385.57
12.225,0.66135,406.37
12.23,0.55758,397.89
12.268,0.60858,410.21
12.35,0.64386,428.75
12.411,0.68315,333.87
12.465,0.58446,394.79
12.471,0.61351,346.02
12.509,0.61255,307.86
12.654,0.62453,433.91
12.709,0.47831,359.88
12.876,0.64901,309.53
12.914,0.57356,414.25
13.046,0.64262,437.07
13.046,0.60181,336.92
13.112,0.62064,457.92
13.142,0.58129,309.1
13.437,0.67296,341.41
13.533,0.68448,469.94
13.648,0.55115,320.76
13.681,0.53767,423.98
13.812,0.60568,404.43
13.84,0.60499,391.12
13.854,0.37692,380.95
13.87,0.58131,336.18
13.936,0.64376,385.18
13.969,0.68419,379.79
14.149,0.64095,317.82
14.22,0.69025,340.9
14.242,0.62673,435.09
14.574,0.61708,297.26
14.631,0.50039,328.39
14.738,0.61121,480.8
14.768,0.61037,312.69
14.823,0.64015,432
14.85,0.67696,382.84
14.853,0.60046,447.21
14.888,0.66502,331.42
14.99,0.52137,421.77
15.039,0.57274,362.83
15.069,0.61438,405.5
15.151,0.57706,371.88
15.302,0.55091,368.43
15.411,0.59691,304.26
15.556,0.57147,356
15.595,0.56148,344.37
15.603,0.69519,403.83
15.65,0.60921,335.46
15.691,0.65634,335.24
15.775,0.57057,466.53
15.882,0.59646,470.83
15.91,0.51117,401.47
15.923,0.62737,364.54
15.973,0.6042,373.08
16.052,0.64131,338
16.162,0.63858,358.46
16.214,0.62208,376.39
16.285,0.60031,442.16
16.29,0.68489,328.6
16.745,0.62952,427.42
16.764,0.56551,441.36
17.01,0.64399,368.79
17.125,0.58791,392.21
17.155,0.57395,371.81
17.229,0.58072,324.82
17.44,0.59126,296.34
17.454,0.67613,351.92
17.462,0.56455,489.94
17.492,0.67242,345.82
17.84,0.58113,416.45
17.864,0.64272,390.71
17.905,0.66349,350.16
17.96,0.63574,357.81
18.114,0.63347,444.44
18.141,0.65099,433.42
18.171,0.59693,356.78
18.314,0.62545,365.32
18.333,0.57174,424.86
18.39,0.65039,401.18
18.428,0.56774,372.72
18.489,0.39977,288.11
18.522,0.59461,318.03
18.544,0.59863,339.68
18.565,0.63451,316.72
18.604,0.59739,336.16
18.653,0.66403,438
18.721,0.62129,384.34
18.724,0.66066,355.56
18.743,0.50513,352.16
18.795,0.66183,362.49
18.809,0.58055,324.68
18.853,0.53741,391.65
18.856,0.6303,355.84
18.858,0.6368,385.53
18.864,0.53048,383.33
18.883,0.59512,304.44
18.897,0.55408,347.44
18.899,0.58528,341.74
18.902,0.64509,346.49
18.927,0.53686,340.87
18.96,0.66901,380.36
19.212,0.63766,384.34
19.22,0.68525,307.55
19.655,0.68568,386.06
20.32,0.66098,467.4
20.386,0.65402,342.79
20.452,0.5792,351.98
20.616,0.56884,355.55
20.646,0.63388,403.05
20.668,0.69008,378.26
20.701,0.60569,337.34
20.753,0.61202,377.8
20.906,0.65944,340.53
21.079,0.64444,336.42
21.404,0.63263,343.31
21.448,0.57429,393.89
21.481,0.57426,365.08
21.517,0.6052,410.76
21.607,0.60848,361.81
21.676,0.61345,444.56
21.703,0.57028,398.52
21.736,0.67518,419.53
21.84,0.58873,360.06
21.908,0.49575,346.88
21.958,0.56827,397.75
22.037,0.62223,323.55
22.067,0.68601,383.55
22.086,0.64277,342.64
22.149,0.67013,404.66
22.177,0.49103,411.08
22.204,0.65788,433.57
22.374,0.62486,338.17
22.398,0.59557,389.05
22.437,0.67969,354.94
22.519,0.63257,403.69
22.606,0.60629,359.79
22.68,0.57222,326.55
22.765,0.52656,375.72
23.157,0.59507,353.61
23.255,0.61083,336.71
23.337,0.638,370.36
23.485,0.54727,382.21
23.619,0.70041,390.34
23.712,0.59917,338.46
23.8,0.68195,373.9
24.033,0.57972,368.23
24.285,0.62009,400
24.326,0.59999,354.97
24.928,0.5779,380.2
25.018,0.54817,326.9
25.035,0.68302,350.37
25.125,0.62109,324.49
25.128,0.65513,388.88
25.174,0.59763,335.28
25.437,0.67805,342.79
25.717,0.55212,319.62
25.719,0.62858,357.82
25.728,0.57615,412.62
